,formula,  lambda,  w_log [K],   mu,Tc,P,prm0,prm1,prm2,prm3
290,SbH3, 0.61   ,   1100    ,0.1,25.9,300.0,51.0,1.0,1.0,3.0
291,SbH3, 0.56   ,   1112    ,0.1,19.8,400.0,51.0,1.0,1.0,3.0
292,SbH4, 1.28   ,   1054    ,0.1,102.2,150.0,51.0,1.0,1.0,4.0
293,SbH4, 1.21   ,   1133    ,0.1,102.3,200.0,51.0,1.0,1.0,4.0
294,SbH4, 1.18   ,   1145    ,0.1,99.9,250.0,51.0,1.0,1.0,4.0
295,SbH4, 1.16   ,   1090    ,0.1,93.9,300.0,51.0,1.0,1.0,4.0
296,H2I, 0.51   ,    608.7  ,0.1,7.8,100.0,1.0,53.0,2.0,1.0
297,H2I, 0.51   ,    608.7  ,0.13,4.8,100.0,1.0,53.0,2.0,1.0
298,H4I, 0.58   ,    854.3  ,0.1,17.5,100.0,1.0,53.0,4.0,1.0
299,H4I, 0.58   ,    854.3  ,0.13,12.0,100.0,1.0,53.0,4.0,1.0
300,H4I, 0.56   ,   1097.4  ,0.1,20.4,150.0,1.0,53.0,4.0,1.0
301,H4I, 0.56   ,   1097.4  ,0.13,13.7,150.0,1.0,53.0,4.0,1.0
302,GeH4, 0.895  ,   1162    ,0.1,67.0,280.0,32.0,1.0,1.0,4.0
303,GeH4, 0.895  ,   1162    ,0.13,56.0,280.0,32.0,1.0,1.0,4.0
304,GeH4, 0.867  ,   1154    ,0.1,63.0,300.0,32.0,1.0,1.0,4.0
305,GeH4, 0.867  ,   1154    ,0.13,52.0,300.0,32.0,1.0,1.0,4.0
306,Ge3H11, 0.721  ,   1155    ,0.1,43.0,285.0,32.0,1.0,3.0,11.0
307,Ge3H11, 0.721  ,   1155    ,0.13,34.0,285.0,32.0,1.0,3.0,11.0
308,Ge3H11, 0.690  ,   1140    ,0.1,38.0,300.0,32.0,1.0,3.0,11.0
309,Ge3H11, 0.690  ,   1140    ,0.13,29.0,300.0,32.0,1.0,3.0,11.0
310,Ge3H11, 0.668  ,   1127    ,0.1,35.0,320.0,32.0,1.0,3.0,11.0
311,Ge3H11, 0.668  ,   1127    ,0.13,26.0,320.0,32.0,1.0,3.0,11.0
312,GeH4, 0.88   ,   1011    ,0.13,47.0,250.0,32.0,1.0,1.0,4.0
313,GeH4, 0.88   ,   1011    ,0.1,57.0,250.0,32.0,1.0,1.0,4.0
314,GeH4, 0.92   ,   1374    ,0.13,70.0,500.0,32.0,1.0,1.0,4.0
315,GeH4, 0.92   ,   1374    ,0.1,84.0,500.0,32.0,1.0,1.0,4.0
316,N4H,        ,           ,0.13,2.6,55.0,7.0,1.0,4.0,1.0
317,N2H,        ,           ,0.13,7.8,60.0,7.0,1.0,2.0,1.0
318,FeH5, 1.40   ,    614    ,0.1,51.0,130.0,26.0,1.0,1.0,5.0
319,FeH5, 1.10   ,    600    ,0.1,48.0,200.0,26.0,1.0,1.0,5.0
320,CoH, 0.28   ,    361.8  ,0.1,0.11,5.0,27.0,1.0,1.0,1.0
321,SeH6,    0.84,     762.78,0.1,39.0,150.0,34.0,1.0,1.0,6.0
322,SeH6,    0.73,     724.34,0.1,28.0,200.0,34.0,1.0,1.0,6.0
323,SeH6,    0.62,    1039.82,0.1,26.0,300.0,34.0,1.0,1.0,6.0
324,SeH6,    0.84,     762.78,0.13,32.0,150.0,34.0,1.0,1.0,6.0
325,SeH6,    0.73,     724.34,0.13,22.0,200.0,34.0,1.0,1.0,6.0
326,SeH6,    0.62,    1039.82,0.13,19.0,300.0,34.0,1.0,1.0,6.0
327,SeH6,    1.06,    1158.31,0.1,87.0,265.0,34.0,1.0,1.0,6.0
328,SeH6,    1.05,    1157.37,0.1,86.0,270.0,34.0,1.0,1.0,6.0
329,SeH6,    1.62,     585.26,0.1,56.0,300.0,34.0,1.0,1.0,6.0
330,SeH6,    1.06,    1158.31,0.13,76.0,265.0,34.0,1.0,1.0,6.0
331,SeH6,    1.05,    1157.37,0.13,75.0,270.0,34.0,1.0,1.0,6.0
332,SeH6,    1.62,     585.26,0.13,50.0,300.0,34.0,1.0,1.0,6.0
333,ScH2,    0.44,      543.5,0.1,4.0,300.0,21.0,1.0,1.0,2.0
334,ScH3,    0.17,      571.8,0.1,1.0,400.0,21.0,1.0,1.0,3.0
335,ScH4,    1.68,      734.3,0.1,92.0,120.0,21.0,1.0,1.0,4.0
336,ScH4,    0.81,     1891.8,0.1,68.0,250.0,21.0,1.0,1.0,4.0
337,ScH6,    0.57,     1439.8,0.1,29.0,250.0,21.0,1.0,1.0,6.0
338,ScH6,    1.25,     1433.4,0.1,135.0,350.0,21.0,1.0,1.0,6.0
339,ScH7,    1.84,     1245.2,0.1,169.0,300.0,21.0,1.0,1.0,7.0
340,ScH9,    1.94,     1156.2,0.1,163.0,300.0,21.0,1.0,1.0,9.0
341,ScH10,    1.17,     1366.8,0.1,120.0,250.0,21.0,1.0,1.0,10.0
342,ScH12,    1.23,     1525.3,0.1,141.0,350.0,21.0,1.0,1.0,12.0
343,C6H6,        ,      724.3,0.13,7.18,185.0,6.0,1.0,6.0,6.0
344,C6H6,        ,      571.7,0.13,13.67,190.0,6.0,1.0,6.0,6.0
345,C6H6,        ,      365.6,0.13,15.75,195.0,6.0,1.0,6.0,6.0
346,C6H6,        ,      724.3,0.1,11.19,185.0,6.0,1.0,6.0,6.0
347,C6H6,        ,      571.7,0.1,18.13,190.0,6.0,1.0,6.0,6.0
348,C6H6,        ,      365.6,0.1,19.16,195.0,6.0,1.0,6.0,6.0
349,ScH3,    0.23,        918,0.1,0.0,135.0,21.0,1.0,1.0,3.0
350,ScH3,    0.23,        918,0.13,0.0,135.0,21.0,1.0,1.0,3.0
351,ScH4,    0.89,       1340,0.1,81.0,195.0,21.0,1.0,1.0,4.0
352,ScH4,    0.89,       1340,0.13,67.0,195.0,21.0,1.0,1.0,4.0
353,ScH6,    0.95,       1110,0.1,75.0,145.0,21.0,1.0,1.0,6.0
354,ScH6,    0.95,       1110,0.13,63.0,145.0,21.0,1.0,1.0,6.0
355,ScH6,    1.33,       1300,0.1,147.0,285.0,21.0,1.0,1.0,6.0
356,ScH6,    1.33,       1300,0.13,130.0,285.0,21.0,1.0,1.0,6.0
357,ScH6,        ,           ,0.1,122.6,130.0,21.0,1.0,1.0,6.0
358,ScH6,        ,           ,0.1,103.6,200.0,21.0,1.0,1.0,6.0
359,ScH6,        ,           ,0.1,65.59,300.0,21.0,1.0,1.0,6.0
360,ScH4,        ,           ,0.1,104.6,200.0,21.0,1.0,1.0,4.0
361,ScH4,        ,           ,0.1,90.81,250.0,21.0,1.0,1.0,4.0
362,ScH4,        ,           ,0.1,90.81,300.0,21.0,1.0,1.0,4.0
363,ScH8,        ,           ,0.1,117.1,300.0,21.0,1.0,1.0,8.0
364,ScH8,        ,           ,0.1,119.8,350.0,21.0,1.0,1.0,8.0
365,ScH8,        ,           ,0.1,150.7,400.0,21.0,1.0,1.0,8.0
366,ScH6,        ,           ,0.1,123.8,300.0,21.0,1.0,1.0,6.0
367,ScH6,        ,           ,0.1,120.9,350.0,21.0,1.0,1.0,6.0
368,ScH6,        ,           ,0.1,120.9,400.0,21.0,1.0,1.0,6.0
369,ScH6,        ,           ,0.1,100.5,300.0,21.0,1.0,1.0,6.0
370,ScH6,        ,           ,0.13,87.94,300.0,21.0,1.0,1.0,6.0
371,ScH9,        ,           ,0.1,181.8,400.0,21.0,1.0,1.0,9.0
372,ScH9,        ,           ,0.13,167.9,400.0,21.0,1.0,1.0,9.0
373,YH6,        ,           ,0.1,264.5,120.0,39.0,1.0,1.0,6.0
374,YH6,        ,           ,0.13,250.6,120.0,39.0,1.0,1.0,6.0
375,YH9,        ,           ,0.1,267.2,150.0,39.0,1.0,1.0,9.0
376,YH9,        ,           ,0.13,253.2,150.0,39.0,1.0,1.0,9.0
377,YH10,        ,           ,0.1,310.2,400.0,39.0,1.0,1.0,10.0
378,YH10,        ,           ,0.13,287.2,400.0,39.0,1.0,1.0,10.0
379,LaH6,        ,           ,0.1,170.8,100.0,57.0,1.0,1.0,6.0
380,LaH6,        ,           ,0.13,154.8,100.0,57.0,1.0,1.0,6.0
381,LaH9,        ,           ,0.1,27.99,50.0,57.0,1.0,1.0,9.0
382,LaH9,        ,           ,0.13,21.01,50.0,57.0,1.0,1.0,9.0
383,CeH9,        ,           ,0.1,53.61,100.0,58.0,1.0,1.0,9.0
384,CeH9,        ,           ,0.13,47.33,100.0,58.0,1.0,1.0,9.0
385,CeH10,        ,           ,0.1,59.75,200.0,58.0,1.0,1.0,10.0
386,CeH10,        ,           ,0.13,49.28,200.0,58.0,1.0,1.0,10.0
387,YH3,   0.676,    601.310,0.1,19.0,120.0,39.0,1.0,1.0,3.0
388,YH3,   0.417,   1162.113,0.1,6.0,120.0,39.0,1.0,1.0,3.0
389,YH3,   0.534,    569.413,0.1,9.0,200.0,39.0,1.0,1.0,3.0
390,YH3,   0.232,    658.749,0.1,0.0,200.0,39.0,1.0,1.0,3.0
391,YH3,   0.270,    579.837,0.1,0.0,200.0,39.0,1.0,1.0,3.0
392,YH4,   0.980,   1388.606,0.1,94.0,120.0,39.0,1.0,1.0,4.0
393,YH4,   0.764,   1289.016,0.1,55.0,200.0,39.0,1.0,1.0,4.0
394,LaH4,    0.43,       1624,0.1,10.0,300.0,57.0,1.0,1.0,4.0
395,LaH4,    0.43,       1624,0.13,5.0,300.0,57.0,1.0,1.0,4.0
396,LaH8,    1.12,       1591,0.1,131.0,300.0,57.0,1.0,1.0,8.0
397,LaH8,    1.12,       1591,0.13,114.0,300.0,57.0,1.0,1.0,8.0
398,LaH10,    3.41,        848,0.1,238.0,210.0,57.0,1.0,1.0,10.0
399,LaH10,    3.41,        848,0.13,219.0,210.0,57.0,1.0,1.0,10.0
400,LaH10,    2.29,       1253,0.1,232.0,250.0,57.0,1.0,1.0,10.0
401,LaH10,    2.29,       1253,0.13,212.0,250.0,57.0,1.0,1.0,10.0
402,LaH10,    1.78,       1488,0.1,215.0,300.0,57.0,1.0,1.0,10.0
403,LaH10,    1.78,       1488,0.13,196.0,300.0,57.0,1.0,1.0,10.0
404,YH10,    2.58,       1282,0.1,265.0,250.0,39.0,1.0,1.0,10.0
405,YH10,    2.58,       1282,0.13,244.0,250.0,39.0,1.0,1.0,10.0
406,YH10,    2.06,       1511,0.1,255.0,300.0,39.0,1.0,1.0,10.0
407,YH10,    2.06,       1511,0.13,233.0,300.0,39.0,1.0,1.0,10.0
