72.0, 50.0, 1.0, 1.0, 8.0, 220.0
93.0, 50.0, 1.0, 1.0, 12.0, 250.0
83.0, 50.0, 1.0, 1.0, 12.0, 250.0
97.0, 50.0, 1.0, 1.0, 14.0, 300.0
86.0, 50.0, 1.0, 1.0, 14.0, 300.0
104.47, 52.0, 1.0, 1.0, 4.0, 170.0
95.0, 52.0, 1.0, 1.0, 4.0, 170.0
85.6, 52.0, 1.0, 1.0, 4.0, 170.0
73.21, 52.0, 1.0, 1.0, 4.0, 170.0
99.18, 52.0, 1.0, 1.0, 4.0, 200.0
89.8, 52.0, 1.0, 1.0, 4.0, 200.0
80.49, 52.0, 1.0, 1.0, 4.0, 200.0
68.28, 52.0, 1.0, 1.0, 4.0, 200.0
91.33, 52.0, 1.0, 1.0, 4.0, 230.0
82.81, 52.0, 1.0, 1.0, 4.0, 230.0
74.35, 52.0, 1.0, 1.0, 4.0, 230.0
63.25, 52.0, 1.0, 1.0, 4.0, 230.0
75.66, 52.0, 1.0, 1.0, 4.0, 270.0
63.74, 52.0, 1.0, 1.0, 4.0, 270.0
52.41, 52.0, 1.0, 1.0, 4.0, 270.0
38.52, 52.0, 1.0, 1.0, 4.0, 270.0
67.7, 52.0, 1.0, 1.0, 4.0, 300.0
55.6, 52.0, 1.0, 1.0, 4.0, 300.0
44.3, 52.0, 1.0, 1.0, 4.0, 300.0
30.82, 52.0, 1.0, 1.0, 4.0, 300.0
57.98, 52.0, 1.0, 2.0, 5.0, 200.0
47.1, 52.0, 1.0, 2.0, 5.0, 200.0
38.65, 52.0, 1.0, 2.0, 5.0, 200.0
26.12, 52.0, 1.0, 2.0, 5.0, 200.0
46.0, 52.0, 1.0, 2.0, 5.0, 300.0
36.7, 52.0, 1.0, 2.0, 5.0, 300.0
28.2, 52.0, 1.0, 2.0, 5.0, 300.0
18.39, 52.0, 1.0, 2.0, 5.0, 300.0
28.28, 52.0, 1.0, 1.0, 1.0, 150.0
21.83, 52.0, 1.0, 1.0, 1.0, 150.0
16.1, 52.0, 1.0, 1.0, 1.0, 150.0
9.72, 52.0, 1.0, 1.0, 1.0, 150.0
18.71, 52.0, 1.0, 1.0, 1.0, 200.0
12.85, 52.0, 1.0, 1.0, 1.0, 200.0
8.1, 52.0, 1.0, 1.0, 1.0, 200.0
3.63, 52.0, 1.0, 1.0, 1.0, 200.0
44.26, 52.0, 1.0, 1.0, 1.0, 300.0
38.52, 52.0, 1.0, 1.0, 1.0, 300.0
33.64, 52.0, 1.0, 1.0, 1.0, 300.0
25.9, 52.0, 1.0, 1.0, 1.0, 300.0
5.42, 43.0, 1.0, 1.0, 2.0, 100.0
3.03, 43.0, 1.0, 1.0, 2.0, 100.0
6.31, 43.0, 1.0, 1.0, 2.0, 150.0
3.58, 43.0, 1.0, 1.0, 2.0, 150.0
10.65, 43.0, 1.0, 1.0, 2.0, 200.0
6.73, 43.0, 1.0, 1.0, 2.0, 200.0
8.61, 43.0, 1.0, 1.0, 2.0, 300.0
5.05, 43.0, 1.0, 1.0, 2.0, 300.0
9.94, 43.0, 1.0, 1.0, 3.0, 300.0
6.74, 43.0, 1.0, 1.0, 3.0, 300.0
2.1, 76.0, 1.0, 1.0, 1.0, 100.0
2.4, 41.0, 1.0, 1.0, 1.0, 0.0001
1.5, 41.0, 1.0, 1.0, 1.0, 0.0001
2.6, 41.0, 1.0, 1.0, 2.0, 0.0001
1.5, 41.0, 1.0, 1.0, 2.0, 0.0001
1.5, 41.0, 1.0, 1.0, 2.0, 50.0
0.7, 41.0, 1.0, 1.0, 2.0, 50.0
47.0, 41.0, 1.0, 1.0, 4.0, 300.0
38.0, 41.0, 1.0, 1.0, 4.0, 300.0
172.0, 20.0, 1.0, 1.0, 6.0, 150.0
163.0, 20.0, 1.0, 1.0, 6.0, 150.0
58.66, 19.0, 1.0, 1.0, 6.0, 166.0
69.84, 19.0, 1.0, 1.0, 6.0, 166.0
57.95, 19.0, 1.0, 1.0, 6.0, 230.0
69.6, 19.0, 1.0, 1.0, 6.0, 230.0
46.05, 19.0, 1.0, 1.0, 6.0, 300.0
57.42, 19.0, 1.0, 1.0, 6.0, 300.0
29.4, 83.0, 1.0, 1.0, 1.0, 250.0
23.32, 83.0, 1.0, 1.0, 1.0, 250.0
19.04, 83.0, 1.0, 1.0, 1.0, 300.0
13.55, 83.0, 1.0, 1.0, 1.0, 300.0
51.54, 83.0, 1.0, 1.0, 2.0, 150.0
46.41, 83.0, 1.0, 1.0, 2.0, 150.0
54.38, 83.0, 1.0, 1.0, 2.0, 200.0
47.31, 83.0, 1.0, 1.0, 2.0, 200.0
57.7, 83.0, 1.0, 1.0, 2.0, 250.0
49.42, 83.0, 1.0, 1.0, 2.0, 250.0
59.91, 83.0, 1.0, 1.0, 2.0, 300.0
50.95, 83.0, 1.0, 1.0, 2.0, 300.0
82.82, 83.0, 1.0, 1.0, 4.0, 150.0
74.06, 83.0, 1.0, 1.0, 4.0, 150.0
80.67, 83.0, 1.0, 1.0, 4.0, 200.0
70.54, 83.0, 1.0, 1.0, 4.0, 200.0
73.11, 83.0, 1.0, 1.0, 4.0, 250.0
62.33, 83.0, 1.0, 1.0, 4.0, 250.0
69.99, 83.0, 1.0, 1.0, 4.0, 300.0
58.92, 83.0, 1.0, 1.0, 4.0, 300.0
94.27, 83.0, 1.0, 1.0, 5.0, 200.0
83.92, 83.0, 1.0, 1.0, 5.0, 200.0
88.44, 83.0, 1.0, 1.0, 5.0, 250.0
80.36, 83.0, 1.0, 1.0, 5.0, 250.0
109.31, 83.0, 1.0, 1.0, 5.0, 300.0
96.96, 83.0, 1.0, 1.0, 5.0, 300.0
88.73, 83.0, 1.0, 1.0, 6.0, 200.0
79.24, 83.0, 1.0, 1.0, 6.0, 200.0
96.43, 83.0, 1.0, 1.0, 6.0, 250.0
85.95, 83.0, 1.0, 1.0, 6.0, 250.0
101.74, 83.0, 1.0, 1.0, 6.0, 300.0
90.57, 83.0, 1.0, 1.0, 6.0, 300.0
38.0, 4.0, 1.0, 1.0, 2.0, 250.0
41.0, 4.0, 1.0, 1.0, 2.0, 300.0
16.0, 12.0, 1.0, 1.0, 2.0, 180.0
23.0, 12.0, 1.0, 1.0, 2.0, 180.0
29.0, 12.0, 1.0, 1.0, 4.0, 100.0
37.0, 12.0, 1.0, 1.0, 4.0, 100.0
47.0, 12.0, 1.0, 1.0, 12.0, 140.0
60.0, 12.0, 1.0, 1.0, 12.0, 140.0
30.0, 56.0, 1.0, 1.0, 6.0, 100.0
38.0, 56.0, 1.0, 1.0, 6.0, 100.0
0.004, 56.0, 1.0, 1.0, 2.0, 60.0
0.0002, 56.0, 1.0, 1.0, 2.0, 60.0
21.2, 33.0, 1.0, 1.0, 1.0, 300.0
20.2, 33.0, 1.0, 1.0, 1.0, 400.0
141.0, 33.0, 1.0, 1.0, 8.0, 350.0
143.9, 33.0, 1.0, 1.0, 8.0, 400.0
151.4, 33.0, 1.0, 1.0, 8.0, 450.0
14.6, 51.0, 1.0, 1.0, 1.0, 175.0
10.5, 51.0, 1.0, 1.0, 1.0, 215.0
8.5, 51.0, 1.0, 1.0, 1.0, 255.0
6.8, 51.0, 1.0, 1.0, 1.0, 295.0
25.9, 51.0, 1.0, 1.0, 3.0, 300.0
