formula,P,Tc,AD
ZrH10,0,299,1
SrH10,0,299,1
YH10,0,299,1
RbH10,0,299,1
YH10,0,295,1
RbH10,0,295,1
ZrH10,0,295,1
SrH10,0,295,1
YH10,0,280,1
SrH10,0,280,1
RbH10,0,280,1
ZrH10,0,280,1
YH9,0,269,1
SrH9,0,269,1
ZrH9,0,269,1
RbH9,0,269,1
YH9,0,266,1
RbH9,0,266,1
SrH9,0,266,1
ZrH9,0,266,1
ZrH9,0,265,1
YH9,0,265,1
SrH9,0,265,1
RbH9,0,265,1
YH10,0,262,1
ZrH10,0,262,1
RbH10,0,262,1
SrH10,0,262,1
SbH10,0,259,1
TeH10,0,259,1
YH7,0,256,1
SrH7,0,256,1
RbH7,0,256,1
ZrH7,0,256,1
ZrH7,0,254,1
YH7,0,254,1
SrH7,0,254,1
RbH7,0,254,1
ZrH10,0,250,1
RbH10,0,250,1
YH10,0,250,1
SrH10,0,250,1
ZrH10,0,249,1
ZrH9,0,249,1
TcH10,0,249,1
RbH10,0,249,1
RbH9,0,249,1
SrH9,0,249,1
YH10,0,249,1
SrH10,0,249,1
YH9,0,249,1
LaH10,0,248,1
MoH10,0,247,1
NbH10,0,247,1
SrH10,0,246,1
RbH10,0,246,1
YH10,0,246,1
ZrH10,0,246,1
TcH10,0,244,1
SbH10,0,244,1
TeH10,0,244,1
MoH10,0,243,1
NbH10,0,243,1
Sr3H10,0,240,1
Rb3H10,0,240,1
Zr3H10,0,240,1
Y3H10,0,240,1
CaH7,0,238,1
SrH9,0,237,1
CaH7,0,237,1
YH9,0,237,1
ZrH9,0,237,1
RbH9,0,237,1
SrH9,0,236,1
ZrH9,0,236,1
YH9,0,236,1
RbH9,0,236,1
LaH10,0,234,1
RbH9,0,233,1
ZrH9,0,233,1
YH9,0,233,1
CaH7,0,233,1
SrH9,0,233,1
TcH10,0,230,1
CaH9,0,229,1
NbH10,0,229,1
MoH10,0,229,1
CaH9,0,228,1
CaH9,0,228,1
CaH9,0,227,1
CaH10,0,227,1
AgH10,0,222,1
SbH9,0,222,1
TeH9,0,222,1
RbH7,0,221,1
ZrH7,0,221,1
SrH7,0,221,1
YH7,0,221,1
TcH9,0,219,1
SrH8,0,218,1
YH8,0,218,1
ZrH8,0,218,1
RbH8,0,218,1
MoH9,0,217,1
CdH10,0,217,1
AgH10,0,217,1
SnH10,0,217,1
NbH9,0,217,1
InH10,0,217,1
TcH9,0,216,1
ZrH7,0,216,1
SrH7,0,216,1
RbH7,0,216,1
YH7,0,216,1
Y3H10,0,215,1
Sr3H10,0,215,1
LaH10,0,215,1
Zr3H10,0,215,1
Rb3H10,0,215,1
TcH9,0,215,1
SrH8,0,214,1
NbH9,0,214,1
MoH9,0,214,1
SbH10,0,214,1
TeH10,0,214,1
ZrH8,0,214,1
YH8,0,214,1
SbH10,0,214,1
TeH10,0,214,1
RbH8,0,214,1
NbH9,0,213,1
MoH9,0,213,1
ZrH8,0,212,1
YH8,0,212,1
TeH10,0,212,1
SrH8,0,212,1
RbH8,0,212,1
