formula,P,Tc,AD
RbH10,0,300,1
SrH10,0,300,1
SrH10,0,300,1
RbH10,0,300,1
YH10,0,300,1
YH10,0,300,1
ZrH10,0,300,1
ZrH10,0,300,1
NbH10,0,273,1
TcH10,0,273,1
TcH10,0,273,1
MoH10,0,273,1
MoH10,0,273,1
NbH10,0,273,1
CdH10,0,269,1
AgH10,0,264,1
AgH10,0,264,1
ZrH9,0,257,1
ZrH9,0,257,1
YH9,0,257,1
YH9,0,257,1
SrH9,0,257,1
RbH9,0,257,1
RbH9,0,257,1
SrH9,0,257,1
RbH9,0,256,1
BaH10,0,256,1
ZrH9,0,256,1
CsH10,0,256,1
YH9,0,256,1
SrH9,0,256,1
LaH10,0,256,1
RbH10,0,255,1
YH10,0,255,1
ZrH10,0,255,1
SrH10,0,255,1
YH10,0,252,1
RbH10,0,252,1
ZrH10,0,252,1
SrH10,0,252,1
RbH10,0,251,1
ZrH10,0,251,1
SrH10,0,251,1
YH10,0,251,1
RbH10,0,250,1
SrH10,0,250,1
ZrH10,0,250,1
YH10,0,250,1
SrH9,0,250,1
YH9,0,250,1
RbH9,0,250,1
ZrH9,0,250,1
TeH10,0,246,1
SnH10,0,246,1
InH10,0,246,1
SbH10,0,246,1
SrH10,0,244,1
RbH10,0,244,1
YH10,0,244,1
ZrH10,0,244,1
SrH9,0,237,1
RbH9,0,237,1
ZrH9,0,237,1
YH9,0,237,1
CdH10,0,236,1
RbH9,0,236,1
ZrH9,0,236,1
YH9,0,236,1
SrH9,0,236,1
MoH10,0,235,1
NbH9,0,235,1
NbH10,0,235,1
MoH9,0,235,1
MoH9,0,235,1
TcH10,0,235,1
NbH9,0,235,1
TcH9,0,235,1
TcH9,0,235,1
MoH9,0,233,1
YH9,0,233,1
ZrH9,0,233,1
NbH9,0,233,1
RbH9,0,233,1
TcH9,0,233,1
SrH9,0,233,1
NbH10,0,232,1
MoH10,0,232,1
TcH10,0,232,1
AgH10,0,231,1
CdH10,0,231,1
TcH10,0,230,1
NbH10,0,230,1
CdH10,0,230,1
MoH10,0,230,1
MoH10,0,229,1
TcH10,0,229,1
NbH10,0,229,1
AgH10,0,228,1
NbH9,0,227,1
TcH9,0,227,1
MoH9,0,227,1
AgH10,0,225,1
TcH10,0,224,1
NbH10,0,224,1
MoH10,0,224,1
LaH10,0,217,1
BaH10,0,217,1
CsH10,0,217,1
TcH9,0,215,1
MoH9,0,215,1
NbH9,0,215,1
CdH10,0,213,1
TcH9,0,213,1
MoH9,0,213,1
NbH9,0,213,1
LaH10,0,212,1
AsH10,0,212,1
CsH10,0,212,1
BaH10,0,212,1
BaH10,0,212,1
CsH10,0,212,1
LaH10,0,212,1
AsH10,0,211,1
MoH9,0,211,1
TcH9,0,211,1
NbH9,0,211,1
Y3H10,0,210,1
Rb3H10,0,210,1
Sr3H10,0,210,1
Zr3H10,0,210,1
AgH10,0,210,1
Y3H10,0,209,1
Rb3H10,0,209,1
Zr3H10,0,209,1
Sr3H10,0,209,1
CdH10,0,207,1
SbH10,0,206,1
TeH10,0,206,1
Sr3H10,0,204,1
Zr3H10,0,204,1
AgH10,0,204,1
Rb3H10,0,204,1
Y3H10,0,204,1
SnH10,0,203,1
InH10,0,203,1
TeH10,0,202,1
SbH10,0,202,1
InH10,0,202,1
InH10,0,202,1
TeH10,0,202,1
SbH10,0,202,1
SnH10,0,202,1
SnH10,0,202,1
H3F,0,196,1
H3Cl,0,196,1
H3S,0,196,1
YH8,0,195,1
SrH8,0,195,1
RbH8,0,195,1
ZrH8,0,195,1
YH8,0,193,1
SrH8,0,193,1
RbH8,0,193,1
ZrH8,0,193,1
CsH10,0,192,1
ZrH8,0,192,1
LaH10,0,192,1
SrH8,0,192,1
YH8,0,192,1
RbH8,0,192,1
BaH10,0,192,1
ZrH7,0,191,1
YH7,0,191,1
RbH7,0,191,1
SrH7,0,191,1
BaH10,0,190,1
LaH10,0,190,1
CsH10,0,190,1
RbH8,0,189,1
SrH6,0,189,1
ZrH6,0,189,1
YH8,0,189,1
YH6,0,189,1
ZrH8,0,189,1
SrH8,0,189,1
RbH6,0,189,1
AsH10,0,187,1
CdH9,0,184,1
Nb3H10,0,183,1
GaH10,0,181,1
GeH10,0,181,1
ZrH8,0,181,1
RbH8,0,181,1
AgH9,0,181,1
ZnH10,0,181,1
ZnH10,0,181,1
SrH8,0,181,1
GaH10,0,181,1
YH8,0,181,1
GeH10,0,181,1
CrH10,0,180,1
TiH10,0,180,1
ScH10,0,180,1
MnH10,0,180,1
KH10,0,180,1
FeH10,0,180,1
VH10,0,180,1
CaH10,0,180,1
TeH10,0,179,1
SbH10,0,179,1
CdH9,0,178,1
FeH10,0,178,1
SbH10,0,177,1
TeH10,0,177,1
InH10,0,176,1
SnH10,0,176,1
H3Cl,0,176,1
H3Cl,0,176,1
H3S,0,176,1
H3S,0,176,1
CaH9,0,174,1
CrH9,0,174,1
AgH9,0,174,1
VH9,0,174,1
AsH10,0,174,1
AsH10,0,174,1
FeH9,0,174,1
TiH9,0,174,1
ScH9,0,174,1
KH9,0,174,1
SnH10,0,174,1
MnH9,0,174,1
InH10,0,174,1
ZrH8,0,173,1
YH8,0,173,1
RbH8,0,173,1
SrH8,0,173,1
SrH7,0,172,1
RbH7,0,172,1
YH7,0,172,1
CdH9,0,172,1
AsH9,0,171,1
ScH9,0,171,1
CrH9,0,171,1
CrH9,0,171,1
TiH9,0,171,1
TiH9,0,171,1
NbH8,0,171,1
ScH9,0,171,1
FeH9,0,171,1
VH9,0,171,1
CaH9,0,171,1
AsH9,0,171,1
VH9,0,171,1
MnH9,0,171,1
MnH9,0,171,1
KH9,0,171,1
CaH9,0,171,1
KH9,0,171,1
FeH9,0,171,1
AsH9,0,170,1
RbH6,0,170,1
CdH9,0,170,1
H3Cl,0,170,1
ZrH6,0,170,1
H3F,0,170,1
H3S,0,170,1
YH6,0,170,1
SrH6,0,170,1
MoH7,0,169,1
NbH8,0,169,1
NbH7,0,169,1
TcH7,0,169,1
AgH9,0,169,1
ZrH9,0,168,1
H3Cl,0,168,1
H3S,0,168,1
YH9,0,168,1
PrH10,0,168,1
PmH10,0,168,1
SmH10,0,168,1
NdH10,0,168,1
RbH9,0,168,1
SrH9,0,168,1
H3F,0,168,1
CeH10,0,168,1
AgH9,0,167,1
NbH8,0,167,1
ZrH8,0,165,1
SrH8,0,165,1
RbH8,0,165,1
AgH9,0,165,1
AsH10,0,165,1
YH8,0,165,1
SrH7,0,164,1
SrH7,0,164,1
ZrH7,0,164,1
ZrH7,0,164,1
PH9,0,164,1
PH9,0,164,1
YH7,0,164,1
AsH10,0,164,1
YH7,0,164,1
RbH7,0,164,1
RbH7,0,164,1
SrH7,0,163,1
ZrH7,0,163,1
RbH7,0,163,1
YH7,0,163,1
ZrH10,0,162,1
CuH10,0,162,1
RbH10,0,162,1
CuH10,0,162,1
NiH10,0,162,1
CoH10,0,162,1
CoH10,0,162,1
YH10,0,162,1
NiH10,0,162,1
SrH10,0,162,1
ZnH9,0,161,1
ZnH9,0,161,1
GaH9,0,161,1
AlH9,0,161,1
GaH9,0,161,1
AlH9,0,161,1
GeH9,0,161,1
GeH9,0,161,1
GeH9,0,160,1
GaH9,0,160,1
ZnH9,0,160,1
GaH10,0,159,1
GeH10,0,159,1
SiH9,0,159,1
SiH9,0,159,1
ZnH10,0,159,1
NbH8,0,159,1
ScH9,0,158,1
CaH9,0,158,1
TiH9,0,158,1
CrH9,0,158,1
VH9,0,158,1
MnH9,0,158,1
FeH9,0,158,1
AsH9,0,157,1
LaH6,0,157,1
AsH9,0,157,1
AsH9,0,156,1
BaH9,0,155,1
TiH9,0,155,1
CsH9,0,155,1
VH9,0,155,1
LaH9,0,155,1
CaH9,0,155,1
FeH9,0,155,1
ScH9,0,155,1
CrH9,0,155,1
KH9,0,155,1
CaH7,0,155,1
MnH9,0,155,1
BaH9,0,154,1
LaH9,0,154,1
CaH9,0,154,1
CsH9,0,154,1
CoH9,0,153,1
CoH9,0,153,1
CuH9,0,153,1
NiH9,0,153,1
NiH9,0,153,1
NiH9,0,153,1
CoH9,0,153,1
CuH9,0,153,1
CuH9,0,153,1
RbH7,0,152,1
LaH9,0,152,1
BaH9,0,152,1
TiH7,0,152,1
ScH7,0,152,1
VH7,0,152,1
YH7,0,152,1
SrH7,0,152,1
ZrH7,0,152,1
CsH9,0,152,1
GaH10,0,150,1
GeH10,0,150,1
CaH7,0,150,1
ZrH7,0,150,1
NbH8,0,150,1
CrH8,0,150,1
YH7,0,150,1
SrH7,0,150,1
MnH8,0,150,1
ZnH10,0,150,1
RbH7,0,150,1
FeH8,0,150,1
PH9,0,150,1
CoH8,0,149,1
MnH9,0,149,1
YH6,0,149,1
CoH8,0,149,1
FeH9,0,149,1
AsH8,0,149,1
GaH8,0,149,1
ScH9,0,149,1
CrH9,0,149,1
ZnH8,0,149,1
ZnH8,0,149,1
ZnH10,0,149,1
TcH8,0,149,1
ZrH6,0,149,1
GaH8,0,149,1
GaH10,0,149,1
CuH8,0,149,1
RbH6,0,149,1
TiH9,0,149,1
GeH8,0,149,1
GeH8,0,149,1
GeH10,0,149,1
VH9,0,149,1
AsH8,0,149,1
AsH9,0,149,1
CuH8,0,149,1
NiH8,0,149,1
SrH6,0,149,1
NiH8,0,149,1
MoH8,0,149,1
GeH9,0,148,1
NiH8,0,148,1
GeH8,0,148,1
GaH8,0,148,1
GaH9,0,148,1
AsH9,0,148,1
CoH8,0,148,1
BaH9,0,148,1
LaH9,0,148,1
BaH9,0,148,1
CuH8,0,148,1
ZnH9,0,148,1
LaH9,0,148,1
ZnH8,0,148,1
CsH9,0,148,1
CsH9,0,148,1
TiH8,0,147,1
VH7,0,147,1
VH8,0,147,1
CrH8,0,147,1
CrH10,0,147,1
CrH8,0,147,1
KH8,0,147,1
KH9,0,147,1
ScH10,0,147,1
ScH8,0,147,1
MnH8,0,147,1
CaH8,0,147,1
MnH8,0,147,1
TiH10,0,147,1
VH10,0,147,1
FeH10,0,147,1
TiH7,0,147,1
MnH10,0,147,1
ScH7,0,147,1
FeH8,0,147,1
FeH8,0,147,1
CaH10,0,147,1
CaH6,0,147,1
CaH9,0,146,1
MoH8,0,146,1
NdH6,0,146,1
AlH9,0,146,1
PrH6,0,146,1
MgH9,0,146,1
TbH6,0,146,1
PmH6,0,146,1
MgH9,0,146,1
AsH8,0,146,1
CeH6,0,146,1
SmH6,0,146,1
NaH9,0,146,1
As3H10,0,146,1
EuH6,0,146,1
GdH6,0,146,1
TcH8,0,146,1
NbH6,0,145,1
KH7,0,145,1
MoH9,0,145,1
MoH6,0,145,1
TcH6,0,145,1
NbH9,0,145,1
TcH9,0,145,1
ScH8,0,144,1
KH8,0,144,1
ScH10,0,144,1
TiH6,0,144,1
CaH10,0,144,1
CaH8,0,144,1
CaH8,0,144,1
MnH10,0,144,1
VH10,0,144,1
FeH10,0,144,1
ScH6,0,144,1
TiH8,0,144,1
VH8,0,144,1
TiH8,0,144,1
TiH10,0,144,1
KH9,0,144,1
KH10,0,144,1
ScH8,0,144,1
KH8,0,144,1
VH8,0,144,1
CrH10,0,144,1
VH6,0,144,1
NbH8,0,143,1
CaH10,0,143,1
NbH7,0,143,1
CaH6,0,143,1
SiH9,0,143,1
ScH9,0,142,1
TiH9,0,142,1
VH9,0,142,1
NbH10,0,142,1
FeH9,0,142,1
ZrH5,0,142,1
MnH9,0,142,1
RbH5,0,142,1
YH5,0,142,1
MoH10,0,142,1
SrH5,0,142,1
TcH10,0,142,1
CrH9,0,142,1
ScH6,0,141,1
NbH7,0,141,1
VH6,0,141,1
TiH6,0,141,1
PH9,0,141,1
SbH9,0,140,1
SbH9,0,140,1
NiH9,0,140,1
CuH9,0,140,1
SnH9,0,140,1
TeH9,0,140,1
TeH9,0,140,1
CoH9,0,140,1
SnH9,0,140,1
AsH8,0,140,1
InH9,0,140,1
InH9,0,140,1
KH7,0,140,1
PH10,0,139,1
ZnH9,0,139,1
ZnH9,0,139,1
GaH9,0,139,1
GaH9,0,139,1
MoH8,0,139,1
GeH9,0,139,1
SbH9,0,139,1
GeH9,0,139,1
TeH9,0,139,1
TcH8,0,139,1
RbH5,0,138,1
SbH9,0,138,1
CrH10,0,138,1
FeH10,0,138,1
AlH9,0,138,1
VH10,0,138,1
YH5,0,138,1
SrH5,0,138,1
TiH10,0,138,1
MnH10,0,138,1
TeH9,0,138,1
PH9,0,138,1
ZrH5,0,138,1
ScH10,0,138,1
VH7,0,136,1
VH7,0,136,1
TeH9,0,136,1
ScH7,0,136,1
