formula,P,Tc,AD
LiH5,0,81,1
LiH5,0,81,1
LiH4,0,81,1
LiH4,0,81,1
LiH4,0,41,1
LiH5,0,41,1
LiH5,0,38,1
LiH4,0,38,1
B4H3,0,30,1
B5H4,0,30,1
BH,0,30,1
B4H5,0,30,1
B3H4,0,30,1
B2H3,0,30,1
B4H3,0,18,1
B4H3,0,18,1
B3H4,0,18,1
B3H4,0,18,1
B4H3,0,18,1
B5H4,0,18,1
B5H4,0,18,1
B5H4,0,18,1
B4H5,0,18,1
B4H5,0,18,1
B4H5,0,18,1
B3H4,0,18,1
BH,0,18,1
BH,0,18,1
BH,0,18,1
B2H3,0,18,1
B2H3,0,18,1
B2H3,0,18,1
H5C4,0,15,1
H5C4,0,15,1
H5C4,0,15,1
H3C4,0,15,1
H3C4,0,15,1
H3C4,0,15,1
H4C3,0,15,1
H4C3,0,15,1
H4C3,0,15,1
H2O5,0,15,1
H3O5,0,15,1
H4O5,0,15,1
HO2,0,15,1
H3O4,0,15,1
H2O3,0,15,1
HO3,0,15,1
H4C5,0,15,1
H4C5,0,15,1
H4C5,0,15,1
HC,0,15,1
HC,0,15,1
HC,0,15,1
H3C2,0,15,1
H3C2,0,15,1
H3C2,0,15,1
H3C4,0,11,1
HO2,0,11,1
H4C5,0,11,1
HC,0,11,1
H4C3,0,11,1
H5C4,0,11,1
H3C2,0,11,1
H3O4,0,10,1
H2O5,0,10,1
H3O5,0,10,1
H2O3,0,10,1
H4O5,0,10,1
HO3,0,10,1
HO2,0,10,1
H3O5,0,8,1
H3O5,0,8,1
H2O5,0,8,1
H2O5,0,8,1
H4O5,0,8,1
H3O4,0,8,1
H4O5,0,8,1
HO3,0,8,1
H3O4,0,8,1
H2O3,0,8,1
H2O3,0,8,1
HO3,0,8,1
HO2,0,8,1
H2N3,0,7,1
H2N3,0,7,1
H2N3,0,7,1
H2N3,0,7,1
HN2,0,7,1
HN2,0,7,1
HN2,0,7,1
HN2,0,7,1
H3N5,0,7,1
H3N5,0,7,1
H3N5,0,7,1
H3N5,0,7,1
H2N5,0,7,1
H2N5,0,7,1
H2N5,0,7,1
H2N5,0,7,1
HN3,0,2,1
HN3,0,2,1
HN3,0,2,1
HN3,0,2,1
