formula,P,Tc,AD
AsH7,250,121,1
CeH6,300,120,1
LaH8,200,120,1
CeH6,200,120,1
CeH6,250,120,1
EuH10,100,119,1
EuH8,200,119,1
LaH8,250,119,1
CeH6,150,119,1
LaH8,300,119,1
PrH9,150,119,1
EuH7,100,119,1
GeH7,300,118,1
GeH7,250,118,1
PrH7,150,118,1
PmH10,150,118,1
AsH7,200,118,1
H7S2,300,118,1
EuH8,250,118,1
EuH8,300,118,1
GeH7,150,117,1
AsH6,250,117,1
PmH8,200,117,1
GeH7,200,117,1
PmH8,250,116,1
PmH8,300,116,1
AsH5,100,116,1
H7S2,150,116,1
AsH7,300,116,1
AsH7,150,116,1
SrH6,300,115,1
PmH8,150,115,1
GeH7,100,114,1
SrH6,200,113,1
AsH6,200,113,1
H3Se,200,113,1
SrH6,250,112,1
PrH7,100,112,1
ScH6,100,112,1
PmH10,100,112,1
H9Se2,200,111,1
AsH6,300,111,1
SbH7,200,110,1
LaH8,150,110,1
EuH8,150,110,1
PmH8,100,110,1
H9Se2,250,110,1
AsH6,150,110,1
H3Se,250,109,1
Y2H9,200,109,1
PrH6,150,109,1
SbH7,250,109,1
SrH6,150,109,1
Y2H9,250,108,1
Y2H9,150,108,1
La2H9,200,108,1
SrH7,300,108,1
Sc2H9,100,107,1
PrH6,100,107,1
La2H9,250,107,1
PrH6,200,107,1
PrH6,300,107,1
Y2H9,300,107,1
H7Se2,200,107,1
La2H9,150,107,1
CeH7,300,106,1
PrH6,250,106,1
H7Se2,250,106,1
SbH7,150,106,1
CeH7,200,106,1
EuH5,200,106,1
LaH5,200,106,1
CeH6,100,106,1
TiH6,300,106,1
CeH7,250,105,1
TiH6,250,105,1
LaH5,150,105,1
LaH5,250,105,1
EuH5,250,105,1
H4Se,200,105,1
H3Se,150,105,1
EuH5,150,105,1
H3Se,300,105,1
TiH6,200,105,1
PrH9,100,105,1
LaH5,100,104,1
SrH7,200,104,1
SbH7,300,104,1
SrH7,250,103,1
La2H9,300,103,1
