formula,P,Tc,AD
H10Pb,150,123,1
H9Pb,200,123,1
TbH8,300,123,1
TiH6,200,123,1
LaH8,250,123,1
ScH6,250,123,1
PrH7,300,122,1
DyH9,100,122,1
PoH8,300,122,1
PmH8,200,122,1
BiH8,100,122,1
TiH6,150,121,1
ScH6,200,121,1
CeH8,100,121,1
TbH8,250,121,1
DyH8,300,121,1
H9Pb,150,121,1
LaH8,200,121,1
H8Pb,250,121,1
EuH10,150,121,1
PmH8,150,120,1
CeH7,300,120,1
PoH8,250,120,1
EuH9,300,120,1
SrH5,300,120,1
PrH7,250,120,1
TiH6,100,119,1
LaH8,150,119,1
TbH8,200,119,1
GeH7,300,119,1
EuH10,100,119,1
DyH8,250,119,1
ScH6,150,119,1
H9Pb,100,119,1
NdH5,300,119,1
H8Pb,200,119,1
SrH5,250,118,1
PoH8,200,118,1
PmH8,100,118,1
EuH9,250,118,1
BiH7,300,118,1
CeH7,250,117,1
ScH6,100,117,1
PrH7,200,117,1
NdH5,250,117,1
H8Pb,150,117,1
DyH8,200,117,1
InH10,300,117,1
TbH8,150,117,1
GeH7,250,117,1
PoH8,150,116,1
EuH9,200,116,1
LaH8,100,116,1
InH9,300,116,1
BiH7,250,116,1
H7Pb,300,116,1
TbH8,100,115,1
NdH5,200,115,1
DyH8,150,115,1
InH10,250,115,1
H8Pb,100,115,1
CeH7,200,115,1
GeH7,200,115,1
SrH5,200,115,1
PrH7,150,115,1
BiH7,200,114,1
InH9,250,114,1
EuH9,150,114,1
H7Pb,250,114,1
BaH5,300,114,1
PmH7,300,114,1
PoH8,100,113,1
InH10,200,113,1
AsH5,300,113,1
DyH8,100,113,1
GeH7,150,113,1
NdH5,150,113,1
LaH7,300,113,1
CeH7,150,113,1
PrH7,100,113,1
SrH5,150,113,1
InH9,200,112,1
PmH7,250,112,1
H7Pb,200,112,1
Y2H9,300,112,1
TbH7,300,112,1
EuH9,100,112,1
BaH5,250,112,1
EuH8,300,112,1
NdH5,100,111,1
AsH5,250,111,1
GeH7,100,111,1
BiH7,150,111,1
LaH7,250,111,1
InH10,150,111,1
SrH5,100,111,1
CeH7,100,111,1
PmH7,200,110,1
BaH5,200,110,1
DyH7,300,110,1
InH9,150,110,1
Y2H9,250,110,1
H7Pb,150,110,1
TbH7,250,110,1
BiH7,100,109,1
LaH7,200,109,1
InH10,100,109,1
AsH5,200,109,1
EuH8,250,109,1
InH9,100,108,1
GeH6,300,108,1
H7Pb,100,108,1
BaH5,150,108,1
TbH7,200,108,1
DyH7,250,108,1
PmH7,150,108,1
AsH5,150,107,1
EuH8,200,107,1
Y2H9,200,107,1
LaH7,150,107,1
PrH6,300,107,1
PmH7,100,106,1
BaH5,100,106,1
DyH7,200,106,1
GeH6,250,106,1
TbH7,150,106,1
CeH6,300,106,1
AsH5,100,105,1
PrH6,250,105,1
Y2H9,150,105,1
LaH7,100,105,1
EuH8,150,105,1
H6Pb,300,104,1
DyH7,150,104,1
SbH7,300,104,1
H10Se,300,104,1
CeH6,250,104,1
GeH6,200,104,1
PoH7,300,104,1
EuH8,100,103,1
TbH7,100,103,1
Y2H9,100,103,1
SiH6,300,103,1
PrH6,200,103,1
SbH7,250,102,1
GeH6,150,102,1
DyH7,100,102,1
CeH6,200,102,1
H10Se,250,102,1
PoH7,250,102,1
H6Pb,250,102,1
SiH6,250,101,1
EuH7,300,101,1
SnH10,300,101,1
Nd2H9,200,101,1
CeH6,150,100,1
ScH5,300,100,1
PrH6,150,100,1
H10Se,200,100,1
SbH7,200,100,1
GeH6,100,100,1
PoH7,200,100,1
H6Pb,200,100,1
H9Se,300,100,1
SiH6,200,99,1
SnH9,300,99,1
Nd2H9,150,99,1
PmH6,300,99,1
LaH6,300,99,1
BiH6,300,99,1
EuH7,250,99,1
H9Se,250,98,1
SbH7,150,98,1
SnH10,250,98,1
PrH6,100,98,1
Ba2H9,300,98,1
CeH6,100,98,1
ScH5,250,98,1
H6Pb,150,98,1
TbH6,300,98,1
EuH7,200,97,1
LaH6,250,97,1
PmH6,250,97,1
PoH7,150,97,1
SiH6,150,97,1
BiH6,250,97,1
H10Se,150,97,1
SnH9,250,97,1
SnH10,200,96,1
Ba2H9,250,96,1
H6Pb,100,96,1
ScH5,200,96,1
SnH8,300,96,1
DyH6,300,96,1
TbH6,250,96,1
LaH6,200,95,1
H10Se,100,95,1
H9Se,200,95,1
EuH7,150,95,1
PmH6,200,95,1
PoH7,100,95,1
TiH5,300,95,1
SiH6,100,95,1
SnH9,200,95,1
SbH7,100,95,1
DyH6,250,94,1
SnH8,250,94,1
ScH5,150,94,1
BiH6,200,94,1
SnH10,150,94,1
Ba2H9,200,94,1
LaH6,150,93,1
TiH5,250,93,1
PmH6,150,93,1
SnH9,150,93,1
EuH7,100,93,1
H9Se,150,93,1
H8Se,300,93,1
InH5,300,93,1
TbH6,200,93,1
H7S2,300,92,1
SnH8,200,92,1
DyH6,200,92,1
ScH5,100,92,1
SnH10,100,92,1
Ba2H9,150,92,1
BiH6,150,92,1
TiH5,200,91,1
LiH4,300,91,1
LaH6,100,91,1
SnH9,100,91,1
InH5,250,91,1
TbH6,150,91,1
