 LaH4  ,  139,      300,    0.43,       1624, 0.13,          5
 LaH8  ,   12,      300,    1.12,       1591, 0.10,        131
 LaH8  ,   12,      300,    1.12,       1591, 0.13,        114
 LaH10 ,  225,      210,    3.41,        848, 0.10,        238
 LaH10 ,  225,      210,    3.41,        848, 0.13,        219
 LaH10 ,  225,      250,    2.29,       1253, 0.10,        232
 LaH10 ,  225,      250,    2.29,       1253, 0.13,        212
 LaH10 ,  225,      300,    1.78,       1488, 0.10,        215
 LaH10 ,  225,      300,    1.78,       1488, 0.13,        196
  YH10 ,  229,      250,    2.58,       1282, 0.10,        265
  YH10 ,  229,      250,    2.58,       1282, 0.13,        244
  YH10 ,  229,      300,    2.06,       1511, 0.10,        255
  YH10 ,  229,      300,    2.06,       1511, 0.13,        233
