,formula,Tc,P,prm0,prm1,prm2,prm3,prm4,prm5,prm6,prm7,prm8,prm9,prm10,prm11,prm12,prm13,prm14,prm15,prm16,prm17,prm18,prm19,prm20,prm21,prm22,prm23,prm24,prm25,prm26,prm27,prm28,prm29,prm30,prm31,prm32,prm33,prm34,prm35,prm36,prm37,prm38,prm39,prm40,prm41,prm42,prm43,prm44,prm45,prm46,prm47,prm48,prm49
20,HS2,23.4,200.0,16.534000000000002,21.709333333333333,5.684758570071381,10.118804131006947,0.13641589698392514,0.07987182797113195,31.052000000000003,21.037333333333336,15.526000000000002,14.638053179603117,11.979222002568001,11.439484668378666,11.8692844046113,11.34322157959259,0.6839839125363545,0.6714587356604209,3.2384240051359985,2.3738619982880014,1.6192120025679992,1.526607716259309,184.0,194.0,181.5378748360793,191.77092181510383,0.6797960686407377,0.5778185087611494,60.0,91.33333333333333,30.0,28.2842712474619,200.005,262.00333333333333,73.5381533627273,127.80197978423097,0.15179448574223098,0.08944598555142812,371.99,252.66333333333333,185.995,175.35776768905586,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
21,HS2,14.9,250.0,16.534000000000002,21.709333333333333,5.684758570071381,10.118804131006947,0.13641589698392514,0.07987182797113195,31.052000000000003,21.037333333333336,15.526000000000002,14.638053179603117,11.979222002568001,11.439484668378666,11.8692844046113,11.34322157959259,0.6839839125363545,0.6714587356604209,3.2384240051359985,2.3738619982880014,1.6192120025679992,1.526607716259309,184.0,194.0,181.5378748360793,191.77092181510383,0.6797960686407377,0.5778185087611494,60.0,91.33333333333333,30.0,28.2842712474619,200.005,262.00333333333333,73.5381533627273,127.80197978423097,0.15179448574223098,0.08944598555142812,371.99,252.66333333333333,185.995,175.35776768905586,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
22,HS,23.4,300.0,16.534000000000002,16.534000000000002,5.684758570071381,5.684758570071379,0.13641589698392514,0.13641589698392514,31.052000000000003,15.526000000000002,15.526000000000002,15.526000000000002,11.979222002568001,11.979222002568001,11.8692844046113,11.8692844046113,0.6839839125363545,0.6839839125363545,3.2384240051359985,1.6192120025679992,1.6192120025679992,1.6192120025679992,184.0,184.0,181.5378748360793,181.5378748360793,0.6797960686407377,0.6797960686407377,60.0,30.0,30.0,30.0,200.005,200.005,73.5381533627273,73.53815336272729,0.15179448574223098,0.15179448574223098,371.99,185.995,185.995,185.995,3.5,3.5,2.449489742783178,2.449489742783178,0.410116318288409,0.410116318288409,5,2.5,2.5,2.5
23,O4H2,15.1314,100.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
24,O4H2,10.2054,100.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
25,O4H2,7.474,100.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
26,O4H2,10.338,200.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
27,O4H2,5.9911,200.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
28,O4H2,3.8353,200.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
29,O4H2,10.5722,250.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
30,O4H2,6.0633,250.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
31,O4H2,3.8448,250.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
32,O4H2,8.6609,300.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
33,O4H2,4.6323,300.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
34,O4H2,2.7546,300.0,8.5035,11.002,4.0158426263986,6.366226259390389,0.2249533644952954,0.13661394061354953,14.991,10.33,7.4955,7.066825171178356,13.608244002568,13.611514001711999,13.60824046662089,13.611510858396128,0.6931469207213536,0.6362919105997478,0.019619994864001455,4.545891331621334,0.009809997432000728,0.009248954276787109,162.5,165.33333333333331,162.27754003558226,165.13443589141022,0.6917785086877261,0.6194872717912383,17.0,62.66666666666667,8.5,8.013876853447538,34.405,41.20333333333333,27.708265914704945,34.78028080880703,0.5053583930942628,0.35344264436269257,40.79,31.86333333333333,20.395,19.228590403066182,3.5,4.333333333333333,2.449489742783178,3.3019272488946263,0.410116318288409,0.27118937304184415,5,3.6666666666666665,2.5,2.3570226039551585
