    PoH2  ,          62,  70.672        , 0.66666666667,   200  , 0.19  ,  712.9  ,0.10,    0.0001   
    PoH4  ,          15,  42.8064       , 0.8          ,   200  , 1.09  ,  602.6  ,0.13,   41.1      
    PoH4  ,          15,  42.8064       , 0.8          ,   200  , 1.09  ,  602.6  ,0.10,   47.2      
    PoH6  ,          12,  30.864        , 0.857143     ,   200  , 0.43  ,  836.1  ,0.13,    2.25     
    PoH6  ,          12,  30.864        , 0.857143     ,   200  , 0.43  ,  836.1  ,0.10,    4.68     
    SnH4  ,          40,  24.5464       , 0.8          ,   120  , 0.61  ,  905    ,0.13,   15        
    SnH4  ,          40,  24.5464       , 0.8          ,   120  , 0.61  ,  905    ,0.10,   22        
    SnH4  ,         194,  24.5464       , 0.8          ,   200  , 0.87  , 1135    ,0.13,   52        
    SnH4  ,         194,  24.5464       , 0.8          ,   200  , 0.87  , 1135    ,0.10,   62        
    SnH4  ,         139,  24.5464       , 0.8          ,   220  , 1.180 , 1025    ,0.10,   91        
    SnH4  ,         139,  24.5464       , 0.8          ,   220  , 1.180 , 1025    ,0.13,   80        
    SnH8  ,         119,  14.0848888889 , 0.88888888888,   220  , 1.188 ,  919    ,0.10,   81        
    SnH8  ,         119,  14.0848888889 , 0.88888888888,   220  , 1.188 ,  919    ,0.13,   72        
    SnH12 ,          12,  10.0612307692 , 0.92307692307,   250  , 1.250 ,  991    ,0.10,   93        
    SnH12 ,          12,  10.0612307692 , 0.92307692307,   250  , 1.250 ,  991    ,0.13,   83        
    SnH14 ,          12,   8.8541333333 , 0.93333333333,   300  , 1.187 , 1099    ,0.10,   97        
    SnH14 ,          12,   8.8541333333 , 0.93333333333,   300  , 1.187 , 1099    ,0.13,   86        
    TeH4  ,         191,  26.3264       , 0.8          ,   170  , 1.461 ,  940.259,0.10,  104.47     
    TeH4  ,         191,  26.3264       , 0.8          ,   170  , 1.461 ,  940.259,0.13,   95.00     
    TeH4  ,         191,  26.3264       , 0.8          ,   170  , 1.461 ,  940.259,0.16,   85.60     
    TeH4  ,         191,  26.3264       , 0.8          ,   170  , 1.461 ,  940.259,0.20,   73.21     
    TeH4  ,         191,  26.3264       , 0.8          ,   200  , 1.403 ,  929.110,0.10,   99.18     
    TeH4  ,         191,  26.3264       , 0.8          ,   200  , 1.403 ,  929.110,0.13,   89.80     
    TeH4  ,         191,  26.3264       , 0.8          ,   200  , 1.403 ,  929.110,0.16,   80.49     
    TeH4  ,         191,  26.3264       , 0.8          ,   200  , 1.403 ,  929.110,0.20,   68.28     
    TeH4  ,         191,  26.3264       , 0.8          ,   230  , 1.422 ,  844.188,0.10,   91.33     
    TeH4  ,         191,  26.3264       , 0.8          ,   230  , 1.422 ,  844.188,0.13,   82.81     
    TeH4  ,         191,  26.3264       , 0.8          ,   230  , 1.422 ,  844.188,0.16,   74.35     
    TeH4  ,         191,  26.3264       , 0.8          ,   230  , 1.422 ,  844.188,0.20,   63.25     
    TeH4  ,         166,  26.3264       , 0.8          ,   270  , 0.923 , 1237.535,0.10,   75.66     
    TeH4  ,         166,  26.3264       , 0.8          ,   270  , 0.923 , 1237.535,0.13,   63.74     
    TeH4  ,         166,  26.3264       , 0.8          ,   270  , 0.923 , 1237.535,0.16,   52.41     
    TeH4  ,         166,  26.3264       , 0.8          ,   270  , 0.923 , 1237.535,0.20,   38.52     
    TeH4  ,         166,  26.3264       , 0.8          ,   300  , 0.842 , 1307.098,0.10,   67.70     
    TeH4  ,         166,  26.3264       , 0.8          ,   300  , 0.842 , 1307.098,0.13,   55.60     
    TeH4  ,         166,  26.3264       , 0.8          ,   300  , 0.842 , 1307.098,0.16,   44.30     
    TeH4  ,         166,  26.3264       , 0.8          ,   300  , 0.842 , 1307.098,0.20,   30.82     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   200  , 1.135 ,  790.315,0.10,   57.98     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   200  , 1.135 ,  790.315,0.13,   47.10     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   200  , 1.135 ,  790.315,0.16,   38.65     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   200  , 1.135 ,  790.315,0.20,   26.12     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   300  , 0.772 , 1058.281,0.10,   46.00     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   300  , 0.772 , 1058.281,0.13,   36.70     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   300  , 0.772 , 1058.281,0.16,   28.20     
    Te2H5 ,          12,  37.1771       , 0.71428571428,   300  , 0.772 , 1058.281,0.20,   18.39     
    TeH   ,         129,  64.304        , 0.5          ,   150  , 0.712 ,  781.559,0.10,   28.28     
    TeH   ,         129,  64.304        , 0.5          ,   150  , 0.712 ,  781.559,0.13,   21.83     
    TeH   ,         129,  64.304        , 0.5          ,   150  , 0.712 ,  781.559,0.16,   16.10     
    TeH   ,         129,  64.304        , 0.5          ,   150  , 0.712 ,  781.559,0.20,    9.72     
    TeH   ,         129,  64.304        , 0.5          ,   200  , 0.579 ,  914.586,0.10,   18.71     
    TeH   ,         129,  64.304        , 0.5          ,   200  , 0.579 ,  914.586,0.13,   12.85     
    TeH   ,         129,  64.304        , 0.5          ,   200  , 0.579 ,  914.586,0.16,    8.10     
    TeH   ,         129,  64.304        , 0.5          ,   200  , 0.579 ,  914.586,0.20,    3.63     
    TeH   ,         194,  64.304        , 0.5          ,   300  , 1.0723,  573.634,0.10,   44.26     
    TeH   ,         194,  64.304        , 0.5          ,   300  , 1.0723,  573.634,0.13,   38.52     
    TeH   ,         194,  64.304        , 0.5          ,   300  , 1.0723,  573.634,0.16,   33.64     
    TeH   ,         194,  64.304        , 0.5          ,   300  , 1.0723,  573.634,0.20,   25.90     
    TcH2  ,         139,  33.672        , 0.66666666667,   100  , 0.467 ,  592    ,0.10,    5.42     
    TcH2  ,         139,  33.672        , 0.66666666667,   100  , 0.467 ,  592    ,0.13,    3.03     
    TcH2  ,         139,  33.672        , 0.66666666667,   150  , 0.473 ,  651    ,0.10,    6.31     
    TcH2  ,         139,  33.672        , 0.66666666667,   150  , 0.473 ,  651    ,0.13,    3.58     
    TcH2  ,         139,  33.672        , 0.66666666667,   200  , 0.523 ,  736    ,0.10,   10.65     
    TcH2  ,         139,  33.672        , 0.66666666667,   200  , 0.523 ,  736    ,0.13,    6.73     
    TcH2  ,          63,  33.672        , 0.66666666667,   300  , 0.486 ,  793    ,0.10,    8.61     
    TcH2  ,          63,  33.672        , 0.66666666667,   300  , 0.486 ,  793    ,0.13,    5.05     
    TcH3  ,         131,  25.506        , 0.75         ,   300  , 0.531 ,  620    ,0.10,    9.94     
    TcH3  ,         131,  25.506        , 0.75         ,   300  , 0.531 ,  620    ,0.13,    6.74     
    OsH   ,         225,  95.604        , 0.5          ,   100  , 0.42  ,  347.84 ,0.10,    2.1      
    NbH   ,          66,  46.959        , 0.5          ,0.0001  , 0.51  ,  188    ,0.10,    2.4      
    NbH   ,          66,  46.959        , 0.5          ,0.0001  , 0.51  ,  188    ,0.13,    1.5      
    NbH2  ,         225,  31.642        , 0.66666666667,0.0001  , 0.48  ,  251    ,0.10,    2.6      
    NbH2  ,         225,  31.642        , 0.66666666667,0.0001  , 0.48  ,  251    ,0.13,    1.5      
    NbH2  ,         225,  31.642        , 0.66666666667,    50  , 0.41  ,  303    ,0.10,    1.5      
    NbH2  ,         225,  31.642        , 0.66666666667,    50  , 0.41  ,  303    ,0.13,    0.7      
    NbH4  ,         139,  19.3884       , 0.8          ,   300  , 0.82  ,  938    ,0.10,   47        
    NbH4  ,         139,  19.3884       , 0.8          ,   300  , 0.82  ,  938    ,0.13,   38        
    CaH6  ,         229,   6.58971428571, 0.85714285714,   150  , ---   ,  ---    ,0.10,  172        
    CaH6  ,         229,   6.58971428571, 0.85714285714,   150  , ---   ,  ---    ,0.13,  163        
    KH6   ,          15,   6.44971428571, 0.85714285714,   166  , 0.91  , 1164.72 ,0.13,   58.66     
    KH6   ,          15,   6.44971428571, 0.85714285714,   166  , 0.91  , 1164.72 ,0.10,   69.84     
    KH6   ,          15,   6.44971428571, 0.85714285714,   230  , ---   ,  ---    ,0.13,   57.95     
    KH6   ,          15,   6.44971428571, 0.85714285714,   230  , ---   ,  ---    ,0.10,   69.60     
    KH6   ,          15,   6.44971428571, 0.85714285714,   300  , ---   ,  ---    ,0.13,   46.05     
    KH6   ,          15,   6.44971428571, 0.85714285714,   300  , ---   ,  ---    ,0.10,   57.42     
    BiH   ,         194, 105.004        , 0.5          ,   250  , 0.76  ,  699.17 ,0.10,   29.40     
    BiH   ,         194, 105.004        , 0.5          ,   250  , 0.76  ,  699.17 ,0.13,   23.32     
    BiH   ,         194, 105.004        , 0.5          ,   300  , 0.61  ,  792.43 ,0.10,   19.04     
    BiH   ,         194, 105.004        , 0.5          ,   300  , 0.61  ,  792.43 ,0.13,   13.55     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   150  , 1.34  ,  506.80 ,0.10,   51.54     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   150  , 1.34  ,  506.80 ,0.13,   46.41     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   200  , 1.07  ,  706.70 ,0.10,   54.38     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   200  , 1.07  ,  706.70 ,0.13,   47.31     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   250  , 0.99  ,  841.53 ,0.10,   57.70     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   250  , 0.99  ,  841.53 ,0.13,   49.42     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   300  , 0.96  ,  917.48 ,0.10,   59.91     
    BiH2  ,          11,  70.3386666667 , 0.66666666667,   300  , 0.96  ,  917.48 ,0.13,   50.95     
    BiH4  ,          58,  42.6064       , 0.8          ,   150  , 1.27  ,  864.72 ,0.10,   82.82     
    BiH4  ,          58,  42.6064       , 0.8          ,   150  , 1.27  ,  864.72 ,0.13,   74.06     
    BiH4  ,          58,  42.6064       , 0.8          ,   200  , 1.10  , 1008.85 ,0.10,   80.67     
    BiH4  ,          58,  42.6064       , 0.8          ,   200  , 1.10  , 1008.85 ,0.13,   70.54     
    BiH4  ,          58,  42.6064       , 0.8          ,   250  , 0.97  , 1101.09 ,0.10,   73.11     
    BiH4  ,          58,  42.6064       , 0.8          ,   250  , 0.97  , 1101.09 ,0.13,   62.33     
    BiH4  ,          58,  42.6064       , 0.8          ,   300  , 0.92  , 1150.38 ,0.10,   69.99     
    BiH4  ,          58,  42.6064       , 0.8          ,   300  , 0.92  , 1150.38 ,0.13,   58.92     
    BiH5  ,          12,  35.6733333333 , 0.83333333333,   200  , 1.23  , 1021.90 ,0.10,   94.27     
    BiH5  ,          12,  35.6733333333 , 0.83333333333,   200  , 1.23  , 1021.90 ,0.13,   83.92     
    BiH5  ,          12,  35.6733333333 , 0.83333333333,   250  , 1.45  ,  801.68 ,0.10,   88.44     
    BiH5  ,          12,  35.6733333333 , 0.83333333333,   250  , 1.45  ,  801.68 ,0.13,   80.36     
    BiH5  ,          12,  35.6733333333 , 0.83333333333,   300  , 1.20  , 1220.96 ,0.10,  109.31     
    BiH5  ,          12,  35.6733333333 , 0.83333333333,   300  , 1.20  , 1220.96 ,0.13,   96.96     
    BiH6  ,           2,  30.7211428571 , 0.85714285714,   200  , 1.26  ,  934.62 ,0.10,   88.73     
    BiH6  ,           2,  30.7211428571 , 0.85714285714,   200  , 1.26  ,  934.62 ,0.13,   79.24     
    BiH6  ,           2,  30.7211428571 , 0.85714285714,   250  , 1.24  , 1035.33 ,0.10,   96.43     
    BiH6  ,           2,  30.7211428571 , 0.85714285714,   250  , 1.24  , 1035.33 ,0.13,   85.95     
