formula,P,Tc,AD
Eu2H7,200,38,1
LaH4,100,38,1
EuH4,300,38,1
EuH4,250,38,1
EuH4,150,38,1
EuH4,100,38,1
H6Se,300,38,1
LaH4,150,38,1
LaH4,200,38,1
LaH4,250,38,1
Ge2H7,200,38,1
LaH4,300,38,1
Ge2H7,250,38,1
Ge2H7,150,38,1
PoH5,100,38,1
LiH9,200,37,1
LiH8,150,37,1
La2H7,300,37,1
La2H7,250,37,1
La2H7,200,37,1
La2H7,150,37,1
La2H7,100,37,1
LiH10,200,37,1
LiH10,150,37,1
LiH8,200,37,1
LiH9,150,37,1
Si2H9,250,37,1
Ti2H7,250,37,1
H5I2,300,36,1
Eu2H7,100,36,1
Eu2H7,150,36,1
SiH4,250,36,1
H5I2,250,36,1
H5I2,200,36,1
Si2H7,250,36,1
Ge2H7,100,36,1
Te2H5,300,35,1
LiH10,100,35,1
Te2H5,250,35,1
LiH8,100,35,1
LiH9,100,35,1
GeH3,250,35,1
SnH3,250,35,1
H6Se,150,35,1
GeH3,200,35,1
TeH,300,35,1
TeH,250,35,1
BH,100,35,1
PH3,100,35,1
H9I2,300,34,1
H9I2,250,34,1
H7I2,100,34,1
GeH3,150,34,1
SnH4,150,34,1
SnH3,300,33,1
Tc2H7,100,33,1
TeH2,300,33,1
H7Pb2,100,33,1
H6Se,100,33,1
HSe,250,33,1
Ge2H7,300,33,1
Sn2H7,150,33,1
GeH3,100,32,1
SnH3,200,32,1
HSe,300,32,1
SbH3,250,32,1
SbH3,300,32,1
TeH2,250,32,1
H5I2,150,32,1
PoH7,150,31,1
GeH3,300,31,1
PoH6,250,31,1
H2Pb,250,30,1
H2Pb,300,30,1
Si2H9,300,30,1
Si2H7,200,30,1
PoH7,200,30,1
SbH3,200,30,1
H5I2,100,29,1
SiH4,300,29,1
SnH3,150,29,1
PoH6,300,29,1
Sn2H7,100,29,1
SbH3,150,29,1
H6I,250,29,1
H3S2,250,29,1
H3S2,300,29,1
Bi2H3,300,28,1
P2H7,100,28,1
Bi2H3,200,28,1
TeH2,100,28,1
TeH2,200,28,1
TeH2,150,28,1
Si2H7,150,28,1
H9I2,200,28,1
H3S2,150,28,1
H3S2,200,28,1
HS,300,27,1
H4I,300,27,1
H4I,250,27,1
Bi2H3,250,27,1
SbH3,100,27,1
PoH7,100,27,1
HS,200,27,1
H6Se,200,27,1
HS,250,27,1
H2Pb,200,27,1
H2Pb,150,27,1
Po2H7,300,26,1
H5I,250,26,1
H5I,300,26,1
Po2H7,250,26,1
Po2H7,200,26,1
SnH4,100,26,1
Si2H7,300,26,1
Si2H9,200,26,1
H2Pb,100,26,1
H3I,200,26,1
HS,150,25,1
H3I,250,25,1
SiH4,200,25,1
H3I,300,25,1
Bi2H3,100,25,1
Bi2H3,150,25,1
P2H3,200,24,1
P2H3,300,24,1
P2H3,250,24,1
PoH6,150,24,1
PoH6,200,24,1
H9I2,150,24,1
SnH3,100,24,1
BiH,250,23,1
BH,150,23,1
HS,100,23,1
Sb2H5,300,23,1
PH4,100,23,1
Sb2H5,200,23,1
Sb2H5,250,23,1
Sb2H5,150,22,1
Sb2H5,100,22,1
Si2H9,150,22,1
P2H3,150,22,1
Ge2H5,250,21,1
H9I2,100,21,1
Ge2H5,200,21,1
Po2H7,150,21,1
BiH,100,21,1
BiH,150,21,1
BiH,200,21,1
SiH4,150,21,1
H6I,300,21,1
PoH6,100,21,1
H4I,200,21,1
SbH2,250,20,1
SbH2,300,20,1
PoH3,200,20,1
PoH3,250,20,1
PoH3,300,20,1
H5I,200,20,1
PoH3,150,20,1
P2H3,100,19,1
H6I,150,19,1
Ge2H5,150,19,1
Ge2H5,300,19,1
H4I,150,18,1
AsH,300,18,1
H6I,200,18,1
H3I,150,18,1
H5I,150,17,1
SbH2,100,17,1
H6I,100,17,1
Po2H7,100,17,1
HC,300,17,1
SbH2,150,17,1
HC,200,17,1
BiH,300,17,1
HC,250,17,1
PoH3,100,17,1
Ge2H5,100,16,1
TiH3,150,16,1
TiH3,200,16,1
TeH,150,16,1
H3I,100,16,1
TiH3,300,16,1
BH,200,16,1
BH,250,16,1
BH,300,16,1
TeH,100,16,1
TiH3,250,15,1
H3S2,100,15,1
HPt,250,15,1
NbH3,300,15,1
NbH3,250,15,1
NbH3,200,15,1
HN2,200,15,1
HN2,150,15,1
HN2,100,15,1
HN2,300,14,1
HN2,250,14,1
PoH2,250,14,1
Po2H5,100,14,1
PoH2,150,14,1
Po2H5,150,14,1
Po2H5,200,14,1
Po2H5,250,14,1
HPt,300,14,1
H5I,100,14,1
H4I,100,14,1
TiH3,100,14,1
PoH2,200,14,1
PoH2,100,14,1
SbH2,200,14,1
NbH3,150,14,1
HPt,200,13,1
HPt,100,13,1
HPt,150,13,1
HC,100,13,1
Po2H5,300,13,1
PoH2,300,13,1
Hf2H3,300,13,1
Hf2H5,300,12,1
SbH,200,12,1
SbH,150,12,1
SbH,100,12,1
Hf2H3,200,11,1
Hf2H3,250,11,1
Hf2H5,200,11,1
TeH,200,11,1
Hf2H3,150,11,1
NbH3,100,10,1
HO2,100,10,1
HC,150,10,1
Hf2H5,250,10,1
Ti2H5,300,10,1
Ti2H5,200,10,1
Ti2H5,150,10,1
Hf2H5,150,10,1
YH3,100,9,1
YH3,150,9,1
Nb2H5,200,9,1
Nb2H5,250,9,1
SbH,250,9,1
Ti2H5,250,9,1
Hf2H3,100,9,1
HfH2,300,9,1
TcH2,200,8,1
TcH3,250,8,1
TcH3,300,8,1
Nb2H5,300,8,1
SbH,300,8,1
Y2H5,150,8,1
YH3,300,8,1
YH3,250,8,1
YH3,200,8,1
TcH3,200,8,1
Y2H5,100,7,1
YH2,300,7,1
YH2,200,7,1
YH2,250,7,1
TcH2,250,7,1
YH2,150,7,1
TcH3,150,7,1
TcH2,300,7,1
Tc2H5,200,7,1
Ti2H5,100,7,1
PoH,200,7,1
Hf2H5,100,7,1
PoH,100,7,1
PoH,150,7,1
Tc2H5,300,7,1
HO2,200,7,1
Tc2H5,250,7,1
HO2,150,7,1
Tc2H3,200,6,1
